"","x1_age","x2_job","x3_marital","x4_education","x5_default","x6_housing","x7_loan","x8_contact","x9_month","x10_weekday","x11_duration","x12_campaign","x13_pdays","x14_previous","x15_poutcome","x16_empvar.rate","x17_consprice.idx","x18_consconf.idx","x19_euribor3m","x20_nr.employed","y_subscribe"
"1782",43,"blue-collar","married","basic.6y","no","no","no","cellular","apr","mon",87,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"1783",32,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","fri",251,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"1784",27,"admin.","single","university.degree","unknown","no","yes","cellular","jul","mon",537,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,1
"1785",31,"blue-collar","married","basic.9y","no","unknown","unknown","cellular","jul","fri",135,3,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,0
"1786",44,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","tue",247,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"1787",47,"services","married","high.school","unknown","yes","yes","telephone","jun","wed",161,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
"1788",24,"unknown","single","university.degree","no","yes","yes","cellular","jun","tue",696,1,999,2,"failure",-2.9,92.963,-40.8,1.262,5076.2,0
"1789",52,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","fri",36,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"1790",59,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","mon",293,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"1791",31,"admin.","married","university.degree","no","yes","no","cellular","may","tue",1078,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,1
"1792",59,"admin.","divorced","high.school","unknown","no","yes","cellular","jul","mon",630,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,1
"1793",38,"technician","married","high.school","no","yes","no","cellular","aug","thu",452,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
"1794",42,"entrepreneur","single","university.degree","no","yes","no","cellular","nov","wed",61,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
"1795",47,"services","single","high.school","no","no","no","cellular","jul","tue",293,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"1796",35,"admin.","married","university.degree","no","no","yes","cellular","may","thu",17,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"1797",49,"services","married","basic.4y","no","no","no","cellular","nov","thu",106,2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,0
"1798",41,"services","married","basic.9y","no","yes","no","telephone","may","tue",256,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"1799",39,"housemaid","married","basic.9y","no","yes","no","telephone","may","wed",164,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
"1800",47,"management","married","basic.9y","no","yes","no","cellular","jun","tue",118,2,3,1,"success",-2.9,92.963,-40.8,1.262,5076.2,0
"1801",23,"unemployed","single","basic.9y","no","yes","no","cellular","oct","thu",238,1,4,1,"success",-3.4,92.431,-26.9,0.754,5017.5,1
"1802",30,"blue-collar","divorced","basic.9y","no","no","no","telephone","jun","mon",79,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
"1803",54,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","tue",781,5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
"1804",36,"self-employed","married","high.school","unknown","yes","no","cellular","aug","mon",101,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"1805",63,"retired","married","basic.6y","no","yes","no","cellular","oct","fri",91,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.752,5017.5,0
"1806",40,"entrepreneur","married","basic.9y","no","yes","no","telephone","jun","wed",103,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"1807",48,"housemaid","married","university.degree","no","yes","no","cellular","jul","mon",306,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"1808",76,"retired","married","university.degree","no","no","yes","cellular","mar","thu",167,9,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,0
"1809",34,"blue-collar","married","professional.course","no","no","no","cellular","nov","tue",95,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
"1810",45,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",106,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"1811",41,"technician","married","professional.course","no","no","yes","cellular","may","thu",226,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"1812",33,"unemployed","married","university.degree","no","yes","no","cellular","aug","fri",54,8,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"1813",35,"admin.","single","basic.4y","unknown","no","no","telephone","jun","thu",117,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
"1814",36,"admin.","single","university.degree","no","no","no","cellular","nov","thu",105,2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,0
"1815",41,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","thu",89,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
"1816",50,"self-employed","married","high.school","no","yes","no","cellular","jul","tue",119,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"1817",23,"technician","married","professional.course","no","no","no","cellular","jul","thu",81,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
"1818",37,"technician","married","professional.course","no","no","no","cellular","apr","fri",181,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"1819",35,"admin.","single","high.school","no","no","no","telephone","jun","wed",984,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,1
"1820",45,"entrepreneur","divorced","professional.course","no","yes","no","cellular","jul","tue",211,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"1821",34,"admin.","married","university.degree","unknown","no","no","cellular","aug","wed",388,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
"1822",38,"unemployed","married","basic.9y","unknown","no","no","telephone","may","mon",200,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"1823",42,"management","married","university.degree","no","yes","no","cellular","nov","mon",104,3,999,1,"failure",-3.4,92.649,-30.1,0.714,5017.5,0
"1824",62,"technician","married","unknown","no","unknown","unknown","cellular","jul","mon",220,3,999,1,"failure",-1.7,94.215,-40.3,0.827,4991.6,1
"1825",31,"entrepreneur","married","high.school","no","yes","no","cellular","nov","wed",360,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
"1826",46,"blue-collar","married","basic.4y","no","yes","no","telephone","may","fri",218,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"1827",30,"technician","married","basic.9y","no","yes","no","cellular","may","fri",41,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
"1828",44,"management","married","university.degree","unknown","yes","no","cellular","aug","mon",96,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"1829",52,"technician","married","high.school","no","yes","no","telephone","jun","wed",78,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"1830",39,"technician","single","basic.6y","unknown","no","no","telephone","may","wed",362,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"1831",47,"technician","married","basic.9y","no","yes","no","cellular","apr","mon",151,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"1832",60,"retired","married","professional.course","no","yes","yes","cellular","jul","thu",95,4,6,2,"success",-1.7,94.215,-40.3,0.899,4991.6,0
"1833",36,"services","married","high.school","unknown","no","no","telephone","jun","wed",90,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
"1834",40,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue",86,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"1835",40,"technician","divorced","university.degree","no","yes","no","cellular","apr","thu",335,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,1
"1836",28,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",390,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,1
"1837",29,"services","single","basic.6y","no","yes","no","cellular","may","wed",272,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
"1838",27,"services","single","high.school","no","no","no","cellular","jul","fri",423,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.79,4991.6,1
"1839",41,"unemployed","married","basic.9y","unknown","yes","no","telephone","may","fri",144,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"1840",72,"retired","divorced","basic.4y","no","yes","yes","cellular","aug","thu",238,2,999,1,"failure",-2.9,92.201,-31.4,0.873,5076.2,0
"1841",43,"blue-collar","married","basic.4y","no","no","no","telephone","may","thu",534,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"1842",45,"blue-collar","married","high.school","unknown","yes","no","cellular","aug","wed",969,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,1
"1843",36,"technician","single","professional.course","no","no","no","cellular","nov","mon",85,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"1844",35,"admin.","single","university.degree","no","no","yes","cellular","may","fri",174,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
"1845",43,"management","married","high.school","no","no","no","cellular","nov","thu",226,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,1
"1846",25,"services","single","high.school","no","yes","no","cellular","jul","mon",75,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"1847",48,"technician","married","professional.course","no","yes","yes","cellular","oct","mon",450,1,8,1,"success",-1.1,94.601,-49.5,0.977,4963.6,1
"1848",53,"admin.","married","university.degree","unknown","no","yes","cellular","jul","wed",122,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"1849",35,"blue-collar","divorced","basic.4y","no","no","no","cellular","nov","thu",197,4,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,0
"1850",46,"admin.","divorced","basic.9y","no","yes","no","cellular","may","fri",275,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,0
"1851",24,"student","single","basic.9y","no","unknown","unknown","cellular","sep","tue",137,1,999,0,"nonexistent",-3.4,92.379,-29.8,0.788,5017.5,1
"1852",55,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","thu",100,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
"1853",33,"technician","married","professional.course","no","no","yes","cellular","apr","thu",383,3,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,0
"1854",40,"admin.","single","university.degree","no","no","no","telephone","jun","mon",498,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,1
"1855",32,"entrepreneur","married","high.school","no","yes","no","cellular","nov","thu",356,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"1856",36,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",140,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
"1857",37,"self-employed","married","professional.course","no","no","no","cellular","jun","wed",321,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,1
"1858",30,"blue-collar","single","basic.4y","unknown","no","yes","telephone","jun","mon",136,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
"1859",52,"technician","married","high.school","no","yes","yes","cellular","aug","tue",263,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"1860",29,"entrepreneur","married","professional.course","no","no","no","cellular","jul","wed",736,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"1861",48,"admin.","married","professional.course","no","yes","no","telephone","may","tue",92,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"1862",45,"services","married","high.school","unknown","yes","yes","cellular","aug","mon",213,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"1863",58,"housemaid","married","basic.4y","no","yes","no","telephone","jun","thu",190,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
"1864",47,"admin.","married","high.school","no","yes","no","telephone","may","fri",352,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
"1865",51,"admin.","divorced","high.school","no","yes","yes","cellular","nov","tue",334,2,6,4,"failure",-1.1,94.767,-50.8,1.049,4963.6,1
"1866",50,"blue-collar","married","basic.4y","no","no","no","telephone","may","wed",304,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
"1867",35,"admin.","married","high.school","unknown","no","no","telephone","jun","fri",238,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
"1868",31,"admin.","divorced","university.degree","no","no","no","cellular","mar","mon",248,4,999,0,"nonexistent",-1.8,92.843,-50,1.56,5099.1,1
"1869",35,"technician","single","professional.course","no","yes","yes","cellular","aug","wed",63,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"1870",29,"blue-collar","single","basic.9y","no","no","no","cellular","jul","wed",243,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"1871",37,"technician","single","university.degree","no","yes","no","telephone","jun","tue",117,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
"1872",45,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","wed",107,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"1873",50,"services","married","high.school","no","yes","yes","telephone","jun","wed",64,6,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
"1874",32,"admin.","married","university.degree","no","no","no","cellular","aug","mon",251,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"1875",32,"blue-collar","married","basic.6y","no","no","no","telephone","jun","wed",125,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"1876",29,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",276,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.84,4991.6,1
"1877",59,"retired","married","professional.course","no","no","no","telephone","may","wed",560,9,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
"1878",54,"services","divorced","high.school","unknown","no","no","telephone","may","wed",349,5,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"1879",41,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may","mon",421,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"1880",40,"admin.","divorced","basic.6y","unknown","no","yes","telephone","jun","wed",170,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"1881",35,"admin.","married","basic.9y","no","no","yes","telephone","jun","fri",556,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,1
"1882",30,"self-employed","single","university.degree","no","yes","no","telephone","jun","tue",2621,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,1
"1883",28,"admin.","single","high.school","no","yes","no","cellular","jun","tue",135,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,0
"1884",31,"unemployed","single","high.school","no","no","no","cellular","may","fri",10,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
"1885",20,"entrepreneur","single","high.school","no","no","no","telephone","may","thu",598,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"1886",37,"housemaid","married","basic.6y","unknown","no","no","cellular","may","wed",322,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,0
"1887",40,"housemaid","divorced","basic.6y","unknown","yes","no","telephone","may","wed",477,5,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"1888",31,"admin.","single","university.degree","no","no","no","cellular","nov","thu",365,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"1889",54,"blue-collar","married","basic.4y","no","no","yes","cellular","aug","tue",299,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"1890",26,"blue-collar","single","basic.9y","no","no","no","cellular","may","fri",59,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
"1891",32,"unknown","unknown","university.degree","no","no","no","telephone","may","fri",617,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,1
"1892",49,"technician","divorced","unknown","no","unknown","unknown","telephone","jun","fri",158,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"1893",46,"admin.","married","high.school","no","yes","yes","telephone","jun","wed",148,10,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"1894",28,"admin.","single","university.degree","no","no","no","cellular","mar","wed",506,2,999,0,"nonexistent",-1.8,92.843,-50,1.548,5099.1,1
"1895",31,"housemaid","married","high.school","no","yes","no","cellular","jul","mon",126,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"1896",29,"services","married","professional.course","unknown","no","no","telephone","jun","thu",46,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
"1897",30,"admin.","single","high.school","no","yes","no","telephone","jul","tue",249,21,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"1898",38,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","mon",523,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"1899",34,"blue-collar","married","basic.4y","no","no","no","telephone","jun","mon",110,4,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
"1900",36,"blue-collar","married","basic.9y","unknown","yes","yes","telephone","may","fri",251,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"1901",33,"technician","single","university.degree","no","no","no","cellular","aug","thu",68,9,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
"1902",25,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","tue",42,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"1903",44,"blue-collar","married","basic.9y","no","no","no","cellular","apr","tue",1,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,0
"1904",33,"admin.","married","high.school","no","no","no","telephone","may","wed",167,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
"1905",41,"unemployed","married","university.degree","unknown","no","no","telephone","may","mon",729,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"1906",50,"admin.","married","university.degree","no","no","no","telephone","jul","mon",1076,17,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,1
"1907",35,"management","married","university.degree","no","yes","no","cellular","apr","thu",584,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,0
"1908",53,"self-employed","married","university.degree","no","no","no","telephone","may","mon",396,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
"1909",34,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",157,29,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
"1910",49,"blue-collar","married","basic.6y","unknown","no","no","cellular","aug","fri",66,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"1911",37,"blue-collar","divorced","basic.4y","no","no","no","cellular","apr","fri",2053,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"1912",45,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","tue",72,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,0
"1913",32,"admin.","single","university.degree","no","yes","no","cellular","mar","mon",364,3,999,0,"nonexistent",-1.8,92.843,-50,1.52,5099.1,1
"1914",32,"blue-collar","married","basic.9y","no","no","yes","cellular","jul","mon",102,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"1915",30,"admin.","married","high.school","no","yes","no","cellular","nov","tue",92,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,0
"1916",52,"services","married","basic.4y","no","yes","no","cellular","jul","fri",264,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"1917",38,"self-employed","single","university.degree","no","no","no","telephone","may","mon",414,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
"1918",46,"services","married","high.school","no","no","no","cellular","jul","thu",92,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
"1919",26,"blue-collar","single","basic.6y","unknown","no","no","cellular","jul","tue",333,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"1920",29,"technician","single","professional.course","no","no","no","cellular","aug","mon",165,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
"1921",43,"admin.","married","high.school","no","unknown","unknown","telephone","may","wed",164,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
"1922",41,"services","married","basic.6y","unknown","yes","no","cellular","may","thu",378,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
"1923",61,"technician","married","professional.course","no","no","no","cellular","oct","thu",106,2,999,1,"failure",-3.4,92.431,-26.9,0.722,5017.5,1
"1924",50,"blue-collar","married","basic.9y","no","yes","yes","cellular","nov","mon",186,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,0
"1925",36,"blue-collar","single","basic.6y","no","no","no","cellular","nov","tue",238,1,999,0,"nonexistent",-1.1,94.767,-50.8,1.046,4963.6,1
"1926",30,"blue-collar","single","basic.4y","no","yes","no","cellular","jul","tue",82,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"1927",24,"student","single","high.school","no","no","no","cellular","jun","tue",292,1,999,1,"failure",-1.7,94.055,-39.8,0.737,4991.6,0
"1928",41,"services","divorced","basic.9y","no","no","no","telephone","jun","thu",147,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
"1929",44,"services","married","high.school","unknown","yes","no","telephone","nov","fri",76,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
"1930",35,"admin.","married","university.degree","no","no","no","cellular","oct","wed",371,1,999,1,"failure",-3.4,92.431,-26.9,0.74,5017.5,1
"1931",58,"retired","married","professional.course","no","no","no","cellular","nov","fri",127,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
"1932",45,"admin.","married","university.degree","unknown","yes","no","cellular","jul","mon",478,11,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"1933",56,"technician","married","professional.course","unknown","yes","no","cellular","aug","wed",83,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"1934",42,"blue-collar","married","basic.6y","unknown","no","no","cellular","nov","tue",364,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
"1935",30,"blue-collar","single","basic.9y","no","yes","no","telephone","may","fri",322,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"1936",47,"technician","married","high.school","unknown","yes","no","cellular","nov","fri",183,3,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
"1937",31,"unemployed","single","university.degree","no","yes","no","cellular","jul","tue",309,1,6,3,"success",-1.7,94.215,-40.3,0.835,4991.6,1
"1938",33,"blue-collar","divorced","basic.9y","no","yes","no","cellular","nov","thu",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"1939",45,"retired","married","basic.6y","unknown","no","yes","cellular","may","fri",102,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,0
"1940",54,"housemaid","single","basic.9y","unknown","no","no","cellular","nov","mon",158,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,0
"1941",40,"services","divorced","basic.6y","no","no","yes","telephone","jun","fri",386,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
"1942",57,"technician","married","basic.4y","unknown","no","no","telephone","jun","thu",243,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
"1943",49,"blue-collar","married","professional.course","no","no","no","cellular","may","tue",118,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,0
"1944",60,"retired","divorced","basic.4y","unknown","yes","no","telephone","jun","tue",131,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"1945",49,"admin.","married","university.degree","no","yes","no","cellular","may","fri",105,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,0
"1946",29,"admin.","married","high.school","no","no","no","cellular","jun","mon",155,1,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,1
"1947",32,"technician","married","university.degree","no","no","yes","cellular","aug","mon",331,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"1948",60,"retired","married","high.school","no","no","no","telephone","may","fri",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"1949",34,"admin.","single","university.degree","no","no","no","cellular","nov","fri",229,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
"1950",31,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","wed",325,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"1951",45,"housemaid","married","basic.4y","no","yes","no","cellular","apr","mon",158,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,1
"1952",35,"admin.","married","professional.course","no","yes","no","cellular","jul","wed",194,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"1953",50,"technician","married","university.degree","no","yes","no","cellular","jul","fri",367,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"1954",26,"blue-collar","single","basic.9y","no","yes","no","telephone","may","tue",145,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"1955",30,"technician","married","basic.6y","no","no","no","cellular","may","thu",25,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"1956",42,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",116,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"1957",30,"student","single","basic.9y","no","no","no","telephone","may","mon",234,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
"1958",30,"admin.","single","university.degree","no","yes","no","cellular","jul","tue",124,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"1959",29,"student","single","professional.course","no","yes","no","cellular","apr","fri",96,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"1960",32,"technician","single","university.degree","no","yes","no","cellular","apr","tue",60,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,0
"1961",56,"admin.","married","high.school","no","yes","no","telephone","jun","wed",375,11,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"1962",55,"retired","married","high.school","no","yes","no","cellular","oct","thu",424,2,7,1,"success",-3.4,92.431,-26.9,0.722,5017.5,1
"1963",32,"technician","single","professional.course","no","yes","yes","cellular","jun","mon",187,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.215,5076.2,0
"1964",34,"technician","divorced","professional.course","no","no","no","telephone","mar","fri",257,1,999,1,"failure",-1.8,93.369,-34.8,0.653,5008.7,1
"1965",50,"admin.","married","university.degree","no","no","no","cellular","jul","thu",356,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.072,5076.2,1
"1966",36,"unemployed","married","unknown","unknown","no","no","cellular","sep","wed",344,1,999,1,"failure",-3.4,92.379,-29.8,0.781,5017.5,1
"1967",33,"admin.","married","university.degree","no","no","no","cellular","aug","wed",140,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"1968",21,"student","single","basic.9y","no","no","no","cellular","nov","mon",59,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.722,5017.5,0
